person_id,unit_id,in_scope,phish_sent,phish_clicked,phish_reported,credential_submitted,training_assigned,training_completed
P01709,OPS_PL,0,0,0,0,0,0,0
P01710,OPS_PL,0,0,0,0,0,0,0
P01711,OPS_PL,1,3,0,0,0,2,0
P01712,OPS_PL,0,0,0,0,0,0,0
P01713,OPS_PL,1,4,2,0,1,3,2
P01714,OPS_PL,1,3,2,1,1,2,0
P01715,OPS_PL,0,0,0,0,0,0,0
P01716,OPS_PL,0,0,0,0,0,0,0
P01717,OPS_PL,1,3,0,1,0,4,3
P01718,OPS_PL,0,0,0,0,0,0,0
P01719,OPS_PL,1,4,1,2,0,3,3
P01720,OPS_PL,0,0,0,0,0,0,0
P01721,OPS_PL,1,4,1,0,0,2,1
P01722,OPS_PL,0,0,0,0,0,0,0
P01723,OPS_PL,1,4,2,0,0,3,1
P01724,OPS_PL,0,0,0,0,0,0,0
P01725,OPS_PL,0,0,0,0,0,0,0
P01726,OPS_PL,1,3,0,0,0,3,0
P01727,OPS_PL,1,3,1,0,0,2,1
P01728,OPS_PL,0,0,0,0,0,0,0
P01729,OPS_PL,0,0,0,0,0,0,0
P01730,OPS_PL,1,4,2,0,2,4,2
P01731,OPS_PL,0,0,0,0,0,0,0
P01732,OPS_PL,0,0,0,0,0,0,0
P01733,OPS_PL,0,0,0,0,0,0,0
P01734,OPS_PL,0,0,0,0,0,0,0
P01735,OPS_PL,0,0,0,0,0,0,0
P01736,OPS_PL,1,4,1,0,1,4,1
P01737,OPS_PL,0,0,0,0,0,0,0
P01738,OPS_PL,1,5,1,0,1,2,1
P01739,OPS_PL,0,0,0,0,0,0,0
P01740,OPS_PL,1,5,3,0,3,3,1
P01741,OPS_PL,1,4,1,0,0,2,1
P01742,OPS_PL,0,0,0,0,0,0,0
P01743,OPS_PL,0,0,0,0,0,0,0
P01744,OPS_PL,0,0,0,0,0,0,0
P01745,OPS_PL,0,0,0,0,0,0,0
P01746,OPS_PL,1,5,0,0,0,3,1
P01747,OPS_PL,0,0,0,0,0,0,0
P01748,OPS_PL,1,3,0,0,0,3,3
P01749,OPS_PL,1,3,2,0,2,2,2
P01750,OPS_PL,0,0,0,0,0,0,0
P01751,OPS_PL,1,5,4,0,3,3,1
P01752,OPS_PL,0,0,0,0,0,0,0
P01753,OPS_PL,0,0,0,0,0,0,0
P01754,OPS_PL,0,0,0,0,0,0,0
P01755,OPS_PL,1,3,3,0,2,3,2
P01756,OPS_PL,0,0,0,0,0,0,0
P01757,OPS_PL,1,3,0,0,0,3,2
P01758,OPS_PL,1,4,1,0,0,3,2
P01759,OPS_PL,0,0,0,0,0,0,0
P01760,OPS_PL,0,0,0,0,0,0,0
P01761,OPS_PL,0,0,0,0,0,0,0
P01762,OPS_PL,1,4,0,1,0,2,1
P01763,OPS_PL,1,5,2,0,1,3,1
P01764,OPS_PL,1,3,0,0,0,2,0
P01765,OPS_PL,0,0,0,0,0,0,0
P01766,OPS_PL,0,0,0,0,0,0,0
P01767,OPS_PL,0,0,0,0,0,0,0
P01768,OPS_PL,0,0,0,0,0,0,0
P01769,OPS_PL,0,0,0,0,0,0,0
P01770,OPS_PL,0,0,0,0,0,0,0
P01771,OPS_PL,0,0,0,0,0,0,0
P01772,OPS_PL,0,0,0,0,0,0,0
P01773,OPS_PL,1,4,1,1,0,4,0
P01774,OPS_PL,1,4,2,0,2,2,2
P01775,OPS_PL,0,0,0,0,0,0,0
P01776,OPS_PL,1,3,0,0,0,3,0
P01777,OPS_PL,1,4,1,0,0,3,2
P01778,OPS_PL,1,5,2,1,1,3,0
P01779,OPS_PL,0,0,0,0,0,0,0
P01780,OPS_PL,0,0,0,0,0,0,0
P01781,OPS_PL,1,4,1,0,1,2,1
P01782,OPS_PL,0,0,0,0,0,0,0
P01783,OPS_PL,1,4,1,0,0,3,1
P01784,OPS_PL,1,4,0,0,0,4,2
P01785,OPS_PL,0,0,0,0,0,0,0
P01786,OPS_PL,1,4,4,0,3,3,1
P01787,OPS_PL,0,0,0,0,0,0,0
P01788,OPS_PL,1,3,0,0,0,3,2
P01789,OPS_PL,0,0,0,0,0,0,0
P01790,OPS_PL,0,0,0,0,0,0,0
P01791,OPS_PL,0,0,0,0,0,0,0
P01792,OPS_PL,0,0,0,0,0,0,0
P01793,OPS_PL,0,0,0,0,0,0,0
P01794,OPS_PL,0,0,0,0,0,0,0
P01795,OPS_PL,0,0,0,0,0,0,0
P01796,OPS_PL,0,0,0,0,0,0,0
P01797,OPS_PL,1,3,1,0,0,3,1
P01798,OPS_PL,0,0,0,0,0,0,0
P01799,OPS_PL,1,5,2,0,1,4,3
P01800,OPS_PL,1,5,2,0,0,3,1
P01801,OPS_PL,0,0,0,0,0,0,0
P01802,OPS_PL,1,4,0,0,0,4,1
P01803,OPS_PL,1,5,2,0,1,2,1
P01804,OPS_PL,0,0,0,0,0,0,0
P01805,OPS_PL,1,3,0,1,0,4,1
P01806,OPS_PL,0,0,0,0,0,0,0
P01807,OPS_PL,1,5,2,0,0,3,1
P01808,OPS_PL,0,0,0,0,0,0,0
P01809,OPS_PL,0,0,0,0,0,0,0
P01810,OPS_PL,0,0,0,0,0,0,0
P01811,OPS_PL,1,4,1,0,0,4,2
P01812,OPS_PL,0,0,0,0,0,0,0
P01813,OPS_PL,1,5,2,0,0,2,0
P01814,OPS_PL,1,4,3,0,0,3,0
P01815,OPS_PL,1,4,1,0,0,3,0
P01816,OPS_PL,0,0,0,0,0,0,0
P01817,OPS_PL,0,0,0,0,0,0,0
P01818,OPS_PL,0,0,0,0,0,0,0
P01819,OPS_PL,0,0,0,0,0,0,0
P01820,OPS_PL,1,3,0,0,0,2,2
P01821,OPS_PL,0,0,0,0,0,0,0
P01822,OPS_PL,0,0,0,0,0,0,0
P01823,OPS_PL,0,0,0,0,0,0,0
P01824,OPS_PL,0,0,0,0,0,0,0
P01825,OPS_PL,1,5,2,0,1,4,3
P01826,OPS_PL,1,3,3,0,2,2,2
P01827,OPS_PL,0,0,0,0,0,0,0
P01828,OPS_PL,0,0,0,0,0,0,0
P01829,OPS_PL,0,0,0,0,0,0,0
P01830,OPS_PL,0,0,0,0,0,0,0
P01831,OPS_PL,0,0,0,0,0,0,0
P01832,OPS_PL,1,5,1,0,0,3,1
P01833,OPS_PL,1,4,1,0,0,2,2
P01834,OPS_PL,1,3,1,0,1,3,1
P01835,OPS_PL,1,4,0,0,0,2,1
P01836,OPS_PL,0,0,0,0,0,0,0
P01837,OPS_PL,0,0,0,0,0,0,0
P01838,OPS_PL,0,0,0,0,0,0,0
P01839,OPS_PL,1,4,1,0,0,2,1
P01840,OPS_PL,1,4,2,0,1,4,1
P01841,CORP_UK,1,5,0,0,0,4,3
P01842,CORP_UK,1,5,1,4,0,4,4
P01843,CORP_UK,1,4,0,1,0,2,2
P01844,CORP_UK,1,4,1,0,1,2,2
P01845,CORP_UK,0,0,0,0,0,0,0
P01846,CORP_UK,1,4,2,2,0,2,2
P01847,CORP_UK,1,3,1,0,0,4,2
P01848,CORP_UK,0,0,0,0,0,0,0
P01849,CORP_UK,1,3,1,0,1,3,2
P01850,CORP_UK,1,4,0,0,0,3,2
P01851,CORP_UK,1,4,1,0,1,3,3
P01852,CORP_UK,1,4,0,1,0,3,2
P01853,CORP_UK,1,4,0,0,0,4,2
P01854,CORP_UK,1,5,0,1,0,2,2
P01855,CORP_UK,1,3,2,0,0,4,3
P01856,CORP_UK,1,4,2,1,0,3,2
P01857,CORP_UK,0,0,0,0,0,0,0
P01858,CORP_UK,1,4,0,0,0,3,3
P01859,CORP_UK,1,3,2,0,2,3,3
P01860,CORP_UK,1,3,1,0,1,3,2
P01861,CORP_UK,1,5,2,0,1,4,4
P01862,CORP_UK,1,4,0,0,0,3,3
P01863,CORP_UK,1,3,1,0,0,3,3
P01864,CORP_UK,1,5,1,2,0,3,2
P01865,CORP_UK,1,4,2,1,0,4,2
P01866,CORP_UK,1,4,0,2,0,4,2
P01867,CORP_UK,0,0,0,0,0,0,0
P01868,CORP_UK,1,4,1,1,0,3,2
P01869,CORP_UK,1,4,1,1,1,3,3
P01870,CORP_UK,1,5,1,0,1,4,3
P01871,CORP_UK,1,4,0,0,0,3,3
P01872,CORP_UK,1,4,3,0,1,2,0
P01873,CORP_UK,0,0,0,0,0,0,0
P01874,CORP_UK,1,5,1,2,1,3,3
P01875,CORP_UK,1,4,2,0,0,3,2
P01876,CORP_UK,1,3,3,0,1,3,3
P01877,CORP_UK,0,0,0,0,0,0,0
P01878,CORP_UK,1,4,0,1,0,3,3
P01879,CORP_UK,1,5,1,1,0,2,1
P01880,CORP_UK,0,0,0,0,0,0,0
P01881,CORP_UK,1,5,0,2,0,2,1
P01882,CORP_UK,0,0,0,0,0,0,0
P01883,CORP_UK,1,4,2,0,1,3,3
P01884,CORP_UK,1,5,0,0,0,3,2
P01885,CORP_UK,1,5,0,0,0,2,2
P01886,CORP_UK,1,4,1,0,1,3,3
P01887,CORP_UK,0,0,0,0,0,0,0
P01888,CORP_UK,1,5,1,3,0,3,2
P01889,CORP_UK,1,4,0,1,0,3,3
P01890,CORP_UK,1,3,0,1,0,3,2
P01891,CORP_UK,1,3,0,0,0,3,3
P01892,CORP_UK,1,4,1,0,0,3,2
P01893,CORP_UK,1,4,0,0,0,3,2
P01894,CORP_UK,0,0,0,0,0,0,0
P01895,CORP_UK,0,0,0,0,0,0,0
P01896,CORP_UK,1,5,2,0,0,3,3
P01897,CORP_UK,1,4,1,1,1,3,3
P01898,CORP_UK,0,0,0,0,0,0,0
P01899,CORP_UK,0,0,0,0,0,0,0
P01900,CORP_UK,1,5,1,2,0,2,2
P01901,CORP_UK,1,3,0,0,0,2,2
P01902,CORP_UK,1,5,0,2,0,4,4
P01903,CORP_UK,1,4,0,2,0,3,3
P01904,CORP_UK,1,3,1,1,0,3,2
P01905,CORP_UK,1,5,0,2,0,3,3
P01906,CORP_UK,1,3,0,0,0,2,1
P01907,CORP_UK,1,4,0,0,0,3,2
P01908,CORP_UK,1,5,0,1,0,3,3
P01909,CORP_UK,1,4,1,0,0,3,3
P01910,CORP_UK,0,0,0,0,0,0,0
P01911,CORP_UK,1,4,2,0,1,3,1
P01912,CORP_UK,1,5,1,0,1,4,2
P01913,CORP_UK,1,4,0,1,0,2,2
P01914,CORP_UK,1,4,0,1,0,3,2
P01915,CORP_UK,1,4,0,0,0,3,3
P01916,CORP_UK,1,5,0,0,0,3,3
P01917,CORP_UK,1,4,1,0,0,3,2
P01918,CORP_UK,0,0,0,0,0,0,0
P01919,CORP_UK,1,4,1,0,0,3,3
P01920,CORP_UK,1,3,0,1,0,4,3
P01921,CORP_UK,1,4,1,1,1,3,1
P01922,CORP_UK,1,4,0,0,0,3,3
P01923,CORP_UK,1,4,0,0,0,2,2
P01924,CORP_UK,1,4,2,0,0,2,1
P01925,CORP_UK,1,4,1,1,1,3,3
P01926,CORP_UK,0,0,0,0,0,0,0
P01927,CORP_UK,1,4,2,0,2,3,3
P01928,CORP_UK,1,4,0,0,0,4,0
P01929,CORP_UK,1,4,1,0,0,4,4
P01930,CORP_UK,1,4,1,0,0,3,3
P01931,CORP_UK,0,0,0,0,0,0,0
P01932,CORP_UK,1,3,0,0,0,3,3
P01933,CORP_UK,0,0,0,0,0,0,0
P01934,CORP_UK,1,5,1,0,1,3,3
P01935,CORP_UK,1,5,1,0,0,2,2
P01936,CORP_UK,0,0,0,0,0,0,0
P01937,CORP_UK,0,0,0,0,0,0,0
P01938,CORP_UK,1,5,1,0,0,3,3
P01939,CORP_UK,1,4,0,1,0,4,2
P01940,CORP_UK,1,4,2,0,2,3,2
P01941,CORP_UK,0,0,0,0,0,0,0
P01942,CORP_UK,0,0,0,0,0,0,0
P01943,CORP_UK,1,4,1,0,0,2,1
P01944,CORP_UK,1,4,1,1,1,3,3
P01945,CORP_UK,1,3,3,1,1,3,3
P01946,CORP_UK,0,0,0,0,0,0,0
P01947,CORP_UK,0,0,0,0,0,0,0
P01948,CORP_UK,1,4,0,0,0,3,2
P01949,CORP_UK,1,5,1,0,1,4,3
P01950,CORP_UK,1,4,0,0,0,4,4
P01951,CORP_UK,1,5,2,0,2,2,1
P01952,CORP_UK,1,4,0,0,0,3,2
P01953,CORP_UK,1,5,0,1,0,2,1
P01954,CORP_UK,0,0,0,0,0,0,0
P01955,CORP_UK,0,0,0,0,0,0,0
P01956,CORP_UK,0,0,0,0,0,0,0
P01957,CORP_UK,1,4,0,1,0,3,3
P01958,CORP_UK,1,4,0,0,0,4,3
P01959,CORP_UK,0,0,0,0,0,0,0
P01960,CORP_UK,1,5,3,0,0,3,3
P01961,CORP_UK,1,3,0,0,0,2,2
P01962,CORP_UK,1,4,0,0,0,3,3
P01963,CORP_UK,0,0,0,0,0,0,0
P01964,CORP_UK,1,5,2,2,2,3,3
P01965,CORP_UK,1,4,1,0,1,2,1
P01966,CORP_UK,1,5,0,0,0,3,3
P01967,CORP_UK,0,0,0,0,0,0,0
P01968,CORP_UK,0,0,0,0,0,0,0
P01969,CORP_UK,1,4,0,0,0,3,3
P01970,CORP_UK,0,0,0,0,0,0,0
P01971,CORP_UK,1,4,0,0,0,3,2
P01972,CORP_UK,0,0,0,0,0,0,0
P01973,CORP_UK,1,3,0,1,0,4,3
P01974,CORP_UK,0,0,0,0,0,0,0
P01975,CORP_UK,1,4,1,0,1,2,1
P01976,CORP_UK,0,0,0,0,0,0,0
P01977,CORP_UK,0,0,0,0,0,0,0
P01978,CORP_UK,0,0,0,0,0,0,0
P01979,CORP_UK,1,4,0,1,0,3,3
P01980,CORP_UK,1,5,0,2,0,3,3
P01981,CORP_UK,0,0,0,0,0,0,0
P01982,CORP_UK,0,0,0,0,0,0,0
P01983,CORP_UK,0,0,0,0,0,0,0
P01984,CORP_UK,1,5,1,0,0,2,2
P01985,CORP_UK,0,0,0,0,0,0,0
P01986,CORP_UK,1,5,2,1,1,4,3
P01987,CORP_UK,1,3,2,0,1,3,2
P01988,CORP_UK,1,4,1,2,0,4,3
P01989,CORP_UK,1,4,0,0,0,2,1
P01990,CORP_UK,1,3,0,1,0,2,1
P01991,CORP_UK,1,3,2,0,1,3,3
P01992,CORP_UK,1,4,0,2,0,2,2
P01993,CORP_UK,1,5,0,1,0,3,2
P01994,CORP_UK,1,4,1,2,1,2,2
P01995,CORP_UK,0,0,0,0,0,0,0
P01996,CORP_UK,1,4,0,1,0,2,2
P01997,CORP_UK,1,3,0,1,0,3,3
P01998,CORP_UK,1,3,0,0,0,3,3
P01999,CORP_UK,1,4,2,0,1,4,3
P02000,CORP_UK,1,4,0,1,0,3,3
